Year,Month,Weekday,Site,ED Enc,ED Enc Admitted
2018,7.166666666666667,5,A,127,42
2024,3.1666666666666665,3,B,151,37
2025,2.6666666666666665,5,A,123,45
2022,4.8,1,D,78,11
2019,2.533333333333333,7,B,172,41
2023,6.6,1,D,80,17
2020,8.0,6,C,89,24
2018,10.433333333333334,7,A,134,44
2021,8.9,6,C,119,30
2024,4.333333333333333,4,C,101,33
2020,8.4,4,B,136,29
2020,1.0333333333333334,4,B,177,44
2025,4.233333333333333,2,D,70,19
2023,1.4333333333333333,6,D,55,8
2023,13.0,7,C,109,17
2022,5.4,5,D,81,14
2019,4.633333333333333,6,A,134,42
2024,13.0,2,A,136,52
2020,3.1333333333333333,4,C,91,33
2019,9.1,3,A,119,46
2021,9.333333333333334,6,D,93,12
2018,9.0,5,C,68,18
2019,10.333333333333334,5,A,102,29
2021,2.7666666666666666,3,A,125,37
2022,12.933333333333334,4,C,95,38
2022,12.566666666666666,7,C,106,24
2025,8.433333333333334,4,D,74,13
2025,6.866666666666667,5,C,98,34
2018,1.3,3,A,111,38
2023,3.033333333333333,4,C,103,31
2020,8.733333333333333,7,A,114,40
2018,12.266666666666667,7,D,61,11
2024,3.0,5,D,71,9
2018,5.133333333333334,6,A,105,29
2021,3.1,4,B,154,42
2019,6.4,4,C,101,32
2019,8.366666666666667,1,B,171,52
2018,11.3,6,A,120,35
2018,6.9,4,D,90,11
2020,10.666666666666666,3,D,54,12
2020,5.333333333333333,1,B,129,41
2023,12.5,6,A,110,31
2022,11.266666666666667,3,C,93,30
2018,6.266666666666667,6,A,125,32
2018,2.8666666666666667,2,B,153,34
2023,9.933333333333334,5,A,106,42
2018,11.633333333333333,2,D,51,10
2020,2.0,5,A,118,32
2019,1.2666666666666666,3,B,132,33
2018,12.466666666666667,6,A,112,38
2019,1.6333333333333333,7,B,151,33
2025,5.866666666666667,2,C,117,34
2024,12.6,4,C,88,27
2025,8.433333333333334,4,C,111,36
2018,6.533333333333333,7,A,110,30
2018,10.066666666666666,3,A,125,34
2019,4.0,1,D,72,15
2019,9.566666666666666,3,D,86,9
2022,9.166666666666666,2,D,71,12
2025,5.333333333333333,7,A,124,48
2018,1.4333333333333333,7,A,134,42
2018,11.4,2,D,65,11
2019,9.2,6,B,177,43
2022,5.466666666666667,7,A,123,37
2023,2.066666666666667,5,B,148,40
2019,11.366666666666667,2,D,75,20
2025,3.2333333333333334,6,A,116,37
2018,2.6666666666666665,3,B,140,36
2024,3.1333333333333333,2,B,191,53
2018,3.4333333333333336,3,A,148,42
2023,7.266666666666667,7,D,106,18
2020,4.133333333333334,7,B,113,31
2018,4.0,6,C,87,25
2025,6.633333333333333,5,B,169,40
2024,8.466666666666667,4,C,107,44
2019,1.6,6,B,162,34
2022,9.633333333333333,2,A,126,40
2021,3.066666666666667,3,B,144,39
2019,5.1,6,B,165,32
2019,3.6333333333333333,3,B,157,39
2020,3.6666666666666665,6,B,119,25
2023,7.466666666666667,6,B,160,40
2018,8.0,2,B,162,34
2021,6.4,7,B,198,55
2019,8.533333333333333,6,B,157,33
2021,4.466666666666667,4,C,94,35
2019,3.1333333333333333,2,C,85,28
2018,7.733333333333333,1,D,65,10
2025,1.1666666666666667,1,A,133,44
2023,7.2,5,A,106,38
2021,4.933333333333334,4,D,63,17
2018,4.433333333333334,6,D,82,13
2022,1.5,7,A,134,39
2020,12.4,7,D,41,11
2024,6.6,3,B,157,50
2019,1.5333333333333332,4,C,98,20
2021,5.9,5,D,79,10
2019,4.333333333333333,4,D,71,13
2021,1.7,5,D,48,10
2022,4.233333333333333,5,C,83,28
2019,10.466666666666667,2,C,103,42
2023,6.366666666666666,1,C,117,37
2025,2.6333333333333333,4,C,92,25
2022,1.6333333333333333,4,A,99,23
2024,5.433333333333334,2,B,180,40
2025,8.666666666666666,4,B,186,51
2023,3.3,5,B,175,43
2019,5.566666666666666,6,A,127,32
2025,6.233333333333333,7,C,84,16
2023,11.8,6,A,121,46
2021,8.633333333333333,5,B,171,48
2023,12.266666666666667,6,A,117,36
2020,4.466666666666667,3,D,55,12
2023,5.166666666666667,6,B,153,45
2018,12.333333333333334,2,C,93,28
2022,8.1,4,C,92,29
2021,11.666666666666666,7,A,103,36
2018,2.6,1,D,82,20
2021,8.0,6,A,139,39
2022,8.933333333333334,1,B,204,64
2020,4.1,6,A,69,17
2022,8.7,1,C,128,38
2021,10.233333333333333,5,A,117,47
2025,6.6,4,C,100,27
2020,2.066666666666667,1,D,70,8
2020,5.633333333333333,3,B,134,41
2023,1.6333333333333333,5,D,66,8
2024,11.333333333333334,1,B,158,26
2018,6.7,5,C,85,30
2019,3.7,5,B,171,52
2024,5.1,6,C,110,32
2020,3.033333333333333,1,D,67,10
2021,5.333333333333333,2,B,153,55
2020,4.433333333333334,2,D,51,12
2023,11.066666666666666,5,D,56,10
2018,12.6,3,A,115,39
2025,3.2,5,A,136,41
2018,9.933333333333334,6,A,113,40
2024,8.466666666666667,4,A,139,45
2022,7.666666666666667,4,A,123,36
2025,1.7,3,C,130,53
2020,9.3,4,B,154,42
2023,4.366666666666666,3,D,78,17
2024,7.733333333333333,2,D,65,10
2018,5.3,4,A,79,32
2025,6.0,6,A,126,46
2020,5.133333333333334,2,B,116,30
2022,3.2666666666666666,3,A,100,36
2018,8.8,6,C,103,30
2021,4.366666666666666,1,C,75,27
2024,11.266666666666667,6,B,156,35
2020,12.666666666666666,1,A,115,44
2019,5.2,2,D,80,13
2023,1.1666666666666667,5,D,80,16
2021,11.766666666666666,3,C,84,22
2020,10.7,4,C,77,27
2020,8.233333333333333,6,A,123,36
2024,8.5,5,B,192,55
2021,11.366666666666667,5,B,146,38
2021,8.866666666666667,5,A,137,44
2018,2.2666666666666666,5,B,150,32
2021,3.1333333333333333,5,A,121,46
2018,3.5,5,D,73,9
2023,2.0,3,B,188,49
2022,8.233333333333333,1,C,119,41
2021,4.0,3,B,139,40
2019,8.766666666666666,6,D,76,4
2022,4.766666666666667,7,C,93,24
2018,8.733333333333333,4,A,133,42
2019,6.133333333333334,3,B,145,33
2020,1.6,7,B,193,45
2024,8.866666666666667,2,D,80,10
2021,8.766666666666666,2,B,183,43
2021,4.433333333333334,3,A,136,41
2020,9.633333333333333,7,B,163,51
2023,10.5,1,B,167,51
2020,9.033333333333333,3,B,158,48
2023,6.233333333333333,4,A,106,38
2023,2.0,2,B,154,45
2024,12.866666666666667,5,D,92,13
2020,5.333333333333333,1,D,65,11
2020,9.0,2,B,161,49
2025,1.9333333333333333,3,C,112,32
2023,1.9333333333333333,7,A,106,28
2022,4.733333333333333,6,B,175,35
2020,9.266666666666667,3,B,154,40
2025,5.133333333333334,1,A,132,47
2018,3.3333333333333335,7,B,137,29
2020,6.233333333333333,1,A,125,40
2021,3.9,7,C,100,30
2021,9.2,2,B,181,45
2023,12.933333333333334,5,A,140,51
2023,6.466666666666667,4,C,105,29
2022,3.8,5,D,75,15
2020,2.4,4,A,118,33
2022,4.2,4,D,64,19
2020,10.233333333333333,4,A,131,41
2020,10.7,4,A,135,49
2024,8.633333333333333,2,A,120,33
2022,8.933333333333334,1,C,112,19
2023,8.0,1,C,110,31
2019,10.033333333333333,3,B,144,37
2020,12.066666666666666,4,A,117,39
2024,10.233333333333333,2,D,75,19
2018,1.7666666666666666,3,B,165,52
2021,9.6,7,B,186,51
2020,4.366666666666666,7,B,88,20
2024,3.8666666666666667,3,B,187,39
2021,1.6666666666666665,4,A,129,44
2021,5.466666666666667,6,B,171,42
2021,9.0,3,B,172,50
2020,10.266666666666667,5,C,82,25
2023,9.8,1,C,120,31
2022,5.966666666666667,1,C,96,29
2022,7.766666666666667,7,A,126,28
2018,1.5333333333333332,3,D,66,10
2019,10.3,4,C,78,23
2024,10.2,1,C,93,26
2023,3.8,6,D,75,12
2022,12.566666666666666,7,D,68,3
2021,1.0666666666666667,7,A,92,32
2018,8.8,6,A,146,42
2022,1.0666666666666667,1,B,185,48
2020,3.6666666666666665,6,C,78,22
2025,4.166666666666667,7,A,143,45
2019,1.6666666666666665,1,B,135,31
2025,7.8,5,C,104,39
2019,10.533333333333333,4,A,126,46
2018,4.266666666666667,1,D,75,17
2018,6.766666666666667,7,D,78,10
2022,7.233333333333333,5,A,128,28
2025,8.8,1,B,170,55
2019,6.633333333333333,4,D,78,14
2018,5.366666666666666,6,B,170,37
2021,3.1,4,C,86,32
2022,6.866666666666667,1,B,213,60
2024,5.0,3,B,168,33
2019,12.466666666666667,7,B,181,40
2024,7.2,7,A,122,41
2018,10.733333333333333,2,B,163,52
2025,7.033333333333333,3,A,112,35
2021,7.5,5,C,86,29
2021,1.9666666666666668,6,C,85,27
2023,12.9,4,B,220,63
2024,12.066666666666666,2,D,56,13
2025,8.2,4,D,75,9
2018,2.1666666666666665,2,B,152,41
2022,8.333333333333334,4,C,98,28
2022,3.7333333333333334,3,C,96,30
2021,12.3,5,B,168,42
2023,8.633333333333333,7,D,87,12
2025,6.8,3,B,177,40
2018,9.033333333333333,7,B,184,41
2025,7.266666666666667,3,C,109,28
2021,13.0,5,B,149,34
2020,12.833333333333334,6,B,139,34
2018,5.833333333333333,6,C,91,21
2019,3.7333333333333334,6,B,190,43
2024,8.533333333333333,6,B,179,38
2020,6.066666666666666,3,D,61,13
2021,2.0,1,D,66,14
2025,6.3,2,A,119,39
2021,4.366666666666666,1,D,78,13
2020,7.766666666666667,5,A,103,37
2022,4.4,3,C,71,21
2022,3.066666666666667,4,C,99,27
2024,2.1666666666666665,2,B,176,42
2020,12.066666666666666,4,B,155,44
2021,10.0,5,A,128,44
2019,5.966666666666667,4,C,91,32
2025,6.233333333333333,7,D,69,17
2021,4.033333333333333,5,B,153,49
2020,4.4,1,D,38,12
2020,11.9,6,C,93,26
2018,8.1,6,B,166,34
2020,1.8333333333333335,7,B,188,39
2022,8.733333333333333,2,C,94,20
2020,11.4,5,D,80,16
2022,2.6333333333333333,7,A,130,41
2023,8.033333333333333,3,B,168,37
2023,11.7,3,B,157,48
2021,1.6666666666666665,4,C,81,24
2022,11.9,1,A,152,49
2023,7.533333333333333,1,C,107,27
2021,7.666666666666667,3,A,141,53
2024,5.033333333333333,4,A,148,41
2018,8.4,1,B,169,48
2018,6.9,4,B,166,34
2022,6.0,2,A,126,38
2023,9.033333333333333,6,B,150,37
2022,6.033333333333333,4,D,80,11
2023,10.7,7,C,106,35
2019,8.733333333333333,5,B,154,42
2024,9.666666666666666,6,C,96,30
2018,3.4333333333333336,3,C,89,34
2020,4.066666666666666,5,B,99,26
2023,10.466666666666667,7,C,102,27
2023,9.366666666666667,2,B,177,38
2024,3.0,5,A,128,40
2020,5.233333333333333,5,B,108,40
2024,10.633333333333333,7,C,114,29
2020,8.466666666666667,6,A,130,44
2025,6.666666666666667,6,B,188,59
2022,8.366666666666667,5,C,97,42
2019,8.5,5,A,112,39
2019,10.366666666666667,6,D,73,14
2018,9.266666666666667,7,D,81,10
2025,8.366666666666667,2,A,132,43
2018,9.666666666666666,5,C,91,31
2020,7.5,4,C,96,24
2018,11.433333333333334,3,B,158,42
2022,11.8,5,C,118,43
2023,4.633333333333333,4,B,163,42
2022,6.733333333333333,4,A,105,32
2023,11.033333333333333,4,C,110,26
2018,8.7,3,D,70,12
2020,12.1,5,B,154,40
2022,7.233333333333333,5,D,77,8
2020,10.833333333333334,1,A,125,34
2019,11.1,1,D,68,9
2021,8.0,7,D,97,10
2019,5.5,4,A,121,36
2019,6.6,3,A,107,31
2022,9.1,7,A,109,25
2021,3.3333333333333335,4,A,121,39
2024,3.6,2,C,87,29
2025,5.366666666666666,1,D,75,18
2025,1.0333333333333334,4,D,74,22
2019,8.433333333333334,3,D,71,13
2023,1.2666666666666666,1,C,104,38
2020,2.7,6,A,126,38
2024,7.833333333333333,5,A,138,39
2018,4.133333333333334,4,A,118,43
2018,3.6666666666666665,3,C,82,33
2020,8.5,7,A,100,36
2021,7.866666666666667,2,D,71,16
2023,9.2,4,B,183,56
2018,13.0,1,A,110,28
2020,8.6,3,A,110,35
2021,1.7333333333333334,6,C,65,21
2022,8.566666666666666,4,D,67,15
2025,7.833333333333333,6,A,105,27
2023,1.9,6,B,158,49
2019,3.8333333333333335,2,B,161,45
2024,7.366666666666666,5,B,174,47
2023,6.666666666666667,3,A,123,44
2022,9.9,3,D,52,8
2021,5.733333333333333,7,A,115,27
2022,1.9,5,D,56,9
2020,12.533333333333333,4,B,135,37
2019,11.1,1,C,80,24
2024,4.066666666666666,3,A,128,37
2023,11.4,1,C,127,37
2024,7.966666666666667,2,A,150,47
2022,8.433333333333334,7,A,130,31
2024,3.4,3,B,177,49
2024,7.8,4,D,66,12
2022,4.0,4,A,112,35
2018,3.6666666666666665,3,B,165,43
2019,8.6,1,B,162,36
2022,5.166666666666667,5,D,90,14
2020,9.8,5,B,149,40
2019,2.8333333333333335,2,B,133,46
2023,1.4666666666666668,7,C,113,37
2025,2.3,1,D,64,13
2019,10.233333333333333,2,B,176,40
2018,6.666666666666667,4,B,164,42
2022,8.233333333333333,1,B,173,47
2019,7.166666666666667,6,B,168,40
2018,12.366666666666667,3,A,117,35
2020,9.966666666666667,3,A,105,40
2024,9.433333333333334,6,B,196,59
2020,10.766666666666666,6,A,117,31
2020,12.3,4,B,130,35
2020,3.3,2,D,76,14
2022,7.166666666666667,3,D,92,13
2021,4.833333333333333,1,B,168,46
2025,6.633333333333333,5,A,151,56
2025,3.4,4,A,122,41
2018,7.833333333333333,4,C,72,26
2018,8.066666666666666,5,B,164,25
2021,9.0,2,A,121,48
2023,7.633333333333333,4,C,118,38
2023,2.066666666666667,5,A,106,33
2019,3.033333333333333,6,D,62,11
2022,8.866666666666667,6,D,88,10
2018,3.8,7,D,71,17
2019,10.566666666666666,5,B,167,47
2020,5.033333333333333,6,C,68,24
2024,2.033333333333333,5,C,101,36
2019,12.5,1,B,175,33
2022,5.7,7,C,91,30
2023,5.766666666666667,3,B,164,47
2019,1.1333333333333333,6,D,63,16
2022,9.7,4,D,81,11
2021,5.666666666666667,5,A,125,47
2022,6.766666666666667,5,A,124,36
2024,10.633333333333333,7,B,203,57
2021,3.033333333333333,2,C,87,26
2025,8.9,4,A,126,38
2019,7.1,4,B,144,37
2024,5.733333333333333,4,C,87,22
2018,3.7666666666666666,6,B,147,28
2022,4.266666666666667,6,B,150,33
2023,11.633333333333333,1,B,174,45
2022,3.533333333333333,4,D,76,14
2021,8.466666666666667,7,B,196,39
2020,4.066666666666666,5,C,56,23
2024,5.333333333333333,6,D,95,17
2023,9.166666666666666,3,D,76,15
2018,1.0666666666666667,3,C,92,28
2021,12.866666666666667,1,C,114,30
2020,11.833333333333334,4,D,51,10
2019,10.7,2,C,111,34
2018,1.2666666666666666,2,B,159,34
2024,12.0,7,A,121,37
2018,5.066666666666666,4,A,112,32
2019,4.266666666666667,2,C,79,24
2019,10.833333333333334,6,A,134,39
2024,10.633333333333333,7,A,124,34
2024,2.7,4,A,146,43
2021,3.7333333333333334,2,C,90,34
2019,4.3,3,B,136,30
2018,12.966666666666667,7,A,121,35
2023,11.066666666666666,5,A,127,39
2022,12.333333333333334,7,B,204,42
2020,12.566666666666666,5,B,126,38
2023,2.6333333333333333,1,C,109,37
2023,7.766666666666667,1,B,175,40
2020,6.866666666666667,6,C,73,27
2022,5.366666666666666,4,C,89,27
2025,6.533333333333333,2,B,187,41
2018,8.0,2,C,80,28
2024,3.6333333333333333,3,C,115,36
2022,12.366666666666667,1,C,121,48
2024,11.4,3,C,120,34
2020,9.933333333333334,2,B,154,43
2019,4.366666666666666,5,D,63,13
2024,2.0,3,A,119,36
2019,11.633333333333333,3,A,130,45
2019,2.3666666666666667,2,C,103,27
2023,3.466666666666667,3,B,152,49
2020,13.0,4,D,55,10
2018,6.533333333333333,7,B,142,35
2023,6.033333333333333,5,D,58,8
2019,5.166666666666667,1,D,62,11
2020,6.033333333333333,2,B,148,37
2022,4.1,1,B,188,55
2021,9.433333333333334,2,B,172,44
2022,2.033333333333333,3,C,89,28
2021,2.8666666666666667,6,B,147,32
2021,12.933333333333334,3,D,52,15
2021,4.0,3,C,68,17
2024,8.566666666666666,7,A,113,27
2019,1.3,4,C,82,28
2018,2.8,7,D,83,19
2021,6.433333333333334,1,B,179,48
2022,9.133333333333333,1,D,93,18
2024,12.5,1,C,105,34
2019,7.866666666666667,6,D,94,11
2020,4.2,2,D,50,14
2023,3.966666666666667,4,B,151,38
2022,4.533333333333333,7,C,93,22
2019,9.966666666666667,1,A,143,49
2020,8.366666666666667,3,B,145,43
2018,5.333333333333333,5,C,98,38
2020,6.4,6,D,52,13
2023,3.2,2,D,66,15
2023,1.3333333333333333,3,B,149,43
2023,12.733333333333333,6,D,55,10
2024,4.966666666666667,2,B,172,43
2019,9.033333333333333,1,A,130,26
2023,7.866666666666667,4,B,167,42
2019,10.266666666666667,3,B,167,33
2019,5.7,3,C,72,20
2025,2.0,6,C,108,32
2019,9.233333333333333,7,A,107,32
2019,7.7,1,D,70,13
2023,8.9,1,B,169,55
2018,10.233333333333333,1,C,93,27
2022,1.9,5,A,106,32
2018,10.466666666666667,1,A,136,47
2023,3.066666666666667,5,D,82,14
2021,9.166666666666666,1,D,88,10
2021,7.533333333333333,6,A,133,40
2023,3.9333333333333336,3,A,132,50
2023,5.466666666666667,1,B,191,52
2025,6.9,6,D,89,15
2018,10.333333333333334,4,D,69,16
2024,10.766666666666666,4,B,143,38
2018,5.566666666666666,5,B,151,42
2025,4.5,3,D,62,12
2024,7.666666666666667,7,A,123,37
2022,1.6,3,D,73,14
2022,10.7,6,C,118,28
2018,8.366666666666667,7,C,104,24
2023,8.066666666666666,4,A,142,46
2021,11.633333333333333,6,A,135,39
2019,3.3333333333333335,1,B,182,62
2019,10.166666666666666,7,C,96,28
2021,7.233333333333333,4,C,105,23
2018,9.2,5,A,119,38
2022,2.8333333333333335,6,B,147,39
2024,1.2666666666666666,2,D,67,13
2025,8.6,2,A,99,35
2023,11.333333333333334,6,A,97,27
2023,12.3,7,A,103,31
2025,4.233333333333333,2,C,120,41
2025,6.4,5,D,72,11
2023,10.633333333333333,5,D,73,11
2018,8.833333333333334,7,D,65,11
2020,7.733333333333333,4,B,138,40
2022,3.466666666666667,2,C,98,27
2022,5.1,3,A,117,41
2023,11.4,1,B,205,53
2020,10.666666666666666,3,A,109,38
2024,2.1,7,B,197,41
2018,12.766666666666666,1,B,157,32
2023,9.933333333333334,5,B,156,46
2019,8.933333333333334,4,C,78,23
2023,1.7333333333333334,1,B,174,47
2019,3.4,3,B,140,40
2023,12.3,7,D,64,13
2024,6.2,5,D,74,16
2022,7.766666666666667,7,D,88,13
2025,4.133333333333334,6,D,79,20
2018,2.3333333333333335,7,C,99,25
2022,8.866666666666667,6,B,182,44
2020,2.8333333333333335,3,A,105,34
2025,6.3,2,B,201,59
2020,11.566666666666666,3,B,170,41
2022,2.6666666666666665,1,B,125,43
2023,7.433333333333334,5,B,167,42
2019,12.3,2,A,117,34
2025,4.066666666666666,4,C,107,39
2019,4.466666666666667,1,B,161,42
2020,10.333333333333334,7,D,59,11
2018,8.533333333333333,5,C,90,26
2020,10.366666666666667,1,A,132,43
2022,4.666666666666667,4,C,85,32
2023,8.0,2,C,101,40
2025,1.2,2,C,101,36
2020,3.8,3,B,108,31
2024,9.733333333333333,1,A,140,43
2023,8.5,3,D,78,6
2020,5.133333333333334,2,A,68,21
2019,9.8,3,A,95,37
2023,1.4666666666666668,7,B,146,30
2025,4.533333333333333,4,A,120,38
2023,11.966666666666667,4,A,116,44
2024,7.266666666666667,2,A,149,48
2022,4.466666666666667,5,B,143,48
2019,3.4,3,C,95,29
2020,3.6333333333333333,5,B,120,16
2024,5.066666666666666,5,D,83,15
2023,10.466666666666667,7,D,59,9
2018,4.2,6,D,62,4
2020,12.533333333333333,4,D,45,12
2021,6.4,7,D,77,11
2022,9.666666666666666,3,B,171,40
2022,7.0,5,D,78,11
2024,4.833333333333333,5,A,132,50
2018,7.466666666666667,7,B,181,39
2018,4.1,3,C,87,29
2024,7.433333333333334,7,A,124,34
2020,12.833333333333334,6,C,76,31
2024,11.633333333333333,3,C,98,40
2021,5.833333333333333,3,B,155,44
2019,6.566666666666666,2,D,80,11
2021,1.2333333333333334,5,B,129,33
2022,10.1,2,D,95,9
2018,7.1,3,B,166,33
2024,5.766666666666667,5,D,68,14
2018,12.166666666666666,4,A,126,46
2024,6.5,7,D,54,7
2020,6.066666666666666,3,C,87,30
2018,10.266666666666667,2,D,79,15
2020,7.766666666666667,5,C,80,28
2019,2.533333333333333,7,D,62,5
2019,2.0,4,B,142,41
2022,4.033333333333333,6,B,172,40
2021,7.733333333333333,5,B,159,42
2020,12.5,3,B,152,56
2022,2.3333333333333335,5,B,124,25
2024,10.466666666666667,2,C,102,29
2019,4.266666666666667,2,B,132,38
2021,11.0,7,B,185,43
2020,10.7,4,D,66,11
2020,11.5,1,D,66,15
2021,12.8,6,D,77,14
2021,12.566666666666666,6,D,58,4
2025,3.1666666666666665,4,D,77,11
2019,4.3,3,A,115,36
2022,10.833333333333334,3,B,173,49
2025,4.366666666666666,6,D,75,16
2025,7.233333333333333,2,C,103,28
2023,1.0666666666666667,2,C,118,44
2018,10.6,5,D,66,11
2024,4.8,4,A,126,41
2019,2.066666666666667,7,D,69,13
2023,10.8,3,C,104,33
2022,1.7666666666666666,1,D,62,13
2021,2.5666666666666664,4,B,139,42
2018,10.066666666666666,3,B,148,44
2025,3.6333333333333333,4,D,69,18
2018,5.966666666666667,3,A,130,26
2020,5.6,2,B,150,43
2024,10.166666666666666,7,A,114,42
2019,4.333333333333333,4,A,79,31
2019,10.2,1,D,89,21
2024,3.7666666666666666,7,C,89,32
2019,9.166666666666666,5,C,99,27
2019,12.0,7,D,74,7
2022,4.666666666666667,4,D,81,10
2023,12.733333333333333,6,B,194,39
2020,5.0,5,A,108,36
2023,11.866666666666667,1,D,80,15
2020,4.766666666666667,5,A,80,33
2025,5.733333333333333,5,A,143,48
2018,2.2,3,D,84,11
2022,12.3,6,B,186,39
2020,10.033333333333333,5,D,64,16
2018,6.4,3,B,166,31
2022,2.3,4,B,171,48
2024,10.3,4,D,72,12
2018,8.166666666666666,1,A,138,45
2024,10.133333333333333,6,C,86,35
2018,7.466666666666667,7,D,88,14
2018,4.533333333333333,2,A,98,27
2021,10.366666666666667,2,C,107,28
2020,8.766666666666666,1,C,107,35
2023,2.7333333333333334,4,D,59,9
2025,7.666666666666667,1,A,135,40
2019,9.0,7,D,76,9
2022,1.9333333333333333,6,B,161,40
2023,12.066666666666666,7,D,73,12
2019,2.0,4,C,105,37
2018,4.866666666666667,5,B,141,33
2020,5.366666666666666,2,C,69,17
2021,4.7,4,D,71,11
2019,11.466666666666667,5,C,87,29
2019,12.733333333333333,1,B,193,52
2021,11.433333333333334,7,D,67,7
2024,8.033333333333333,5,D,75,13
2025,9.0,7,B,170,54
2021,1.2,4,B,123,33
2020,3.3666666666666667,4,A,121,37
2023,1.4333333333333333,6,C,105,24
2018,7.666666666666667,6,D,84,9
2018,4.1,3,D,79,9
2024,1.7666666666666666,3,A,121,37
2025,5.433333333333334,3,D,102,20
2024,12.066666666666666,2,A,114,39
2018,11.1,7,B,186,27
2019,3.0,5,A,128,48
2019,4.6,5,C,88,27
2022,6.866666666666667,1,D,68,8
2021,9.666666666666666,2,C,95,22
2018,7.233333333333333,7,A,128,30
2019,5.866666666666667,1,C,109,32
2020,1.1333333333333333,7,C,107,26
2020,3.1,3,D,60,11
2019,1.2,1,D,71,13
2018,10.1,4,A,120,31
2022,9.9,3,B,159,35
2023,2.466666666666667,3,D,62,6
2019,11.066666666666666,7,D,77,12
2021,11.866666666666667,6,C,100,27
2018,6.0,5,D,41,4
2022,11.566666666666666,5,B,173,44
2025,5.233333333333333,4,B,170,44
2023,2.9,2,A,122,40
2025,6.066666666666666,2,A,146,51
2021,8.866666666666667,5,D,57,13
2020,5.766666666666667,7,D,86,14
2021,11.1,4,D,67,10
2023,9.0,5,D,80,16
2025,4.466666666666667,2,B,194,51
2022,2.4333333333333336,1,D,65,10
2024,12.466666666666667,7,D,69,14
2024,9.333333333333334,3,A,137,51
2018,9.466666666666667,6,C,68,19
2018,3.6333333333333333,2,C,80,19
2018,8.966666666666667,4,D,78,16
2023,10.133333333333333,4,B,148,48
2019,2.0,5,D,81,14
2023,1.2333333333333334,7,C,98,31
2025,1.3,5,B,161,49
2024,3.5,6,D,67,10
2023,11.066666666666666,5,B,184,44
2021,4.566666666666666,7,B,168,36
2019,3.533333333333333,7,A,137,38
2024,2.4333333333333336,3,D,71,17
2022,9.266666666666667,5,D,71,11
2020,9.1,5,D,76,13
2024,12.033333333333333,1,D,73,14
2018,12.433333333333334,5,C,85,30
2024,7.6,5,C,118,38
2018,7.9,6,A,106,25
2023,2.6,7,D,64,7
2024,9.233333333333333,7,B,166,40
2019,9.533333333333333,2,D,82,11
2019,3.6,2,D,70,13
2019,7.7,1,C,112,32
2024,2.533333333333333,6,D,69,16
2024,10.466666666666667,2,D,60,12
2022,2.7333333333333334,3,A,109,36
2019,3.2333333333333334,5,A,118,40
2022,1.4666666666666668,6,B,163,34
2025,6.966666666666667,1,C,122,43
2022,10.433333333333334,5,B,170,41
2025,8.666666666666666,4,C,99,28
2020,2.9,5,D,77,16
2021,5.8,2,B,161,48
2025,3.1666666666666665,4,B,184,56
2020,5.166666666666667,3,D,49,9
2018,3.9333333333333336,4,A,103,33
2022,10.0,6,A,123,30
2018,5.6,6,A,117,30
2024,6.766666666666667,1,B,196,50
2025,5.5,5,D,71,16
2025,3.466666666666667,6,A,107,29
2023,8.1,5,B,184,42
2023,9.833333333333334,2,A,136,45
2025,1.5666666666666667,6,A,138,47
2019,1.0,2,B,184,40
2021,4.966666666666667,5,C,92,37
2022,11.5,3,A,141,45
2018,3.2333333333333334,4,B,153,39
2018,9.366666666666667,3,A,147,40
2023,5.8,4,C,97,27
2019,9.466666666666667,7,B,198,42
2022,7.966666666666667,6,D,84,10
2020,8.0,5,D,73,14
2019,11.0,4,A,95,28
2019,4.6,5,D,70,14
2021,5.333333333333333,2,A,104,30
2024,4.733333333333333,2,D,82,13
2020,4.1,6,D,48,9
2025,6.4,5,C,116,41
2023,1.1333333333333333,4,C,77,20
2024,9.833333333333334,4,B,193,45
2025,4.1,5,D,63,13
2023,2.7,3,D,67,12
2023,8.7,2,A,119,39
2020,7.733333333333333,4,C,80,25
2019,7.033333333333333,2,D,85,19
2021,1.7666666666666666,7,C,73,24
2022,6.733333333333333,4,B,143,37
2023,3.8666666666666667,1,A,151,51
2023,12.866666666666667,3,D,75,17
2024,8.3,6,B,194,37
2024,3.2333333333333334,5,B,179,51
2025,4.4,7,A,137,40
2024,9.533333333333333,2,B,193,59
2020,3.9333333333333336,7,D,44,5
2019,11.333333333333334,1,A,109,34
2021,4.4,2,A,119,44
2022,7.633333333333333,3,B,182,40
2025,4.433333333333334,1,B,201,48
